,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
2191,864,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,11.33,Carlos096#8712,2021-12-29T23:00:00.000Z,
2193,866,reach peopl find miss address givdrop ,for reaching out to people to find missing addresses for the GIVdrop ,13.0,dapplion,2021-12-15T23:00:00.000Z,
2194,867, dao great effort incred launch without major issu proud ,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,13.0,markop#2007,2021-12-29T23:00:00.000Z,
2195,868,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,1.3,ezetec,2021-12-29T23:00:00.000Z,
2196,869,quick investig apr univ issu ,for quick investigations on the APR univ3 issue ,13.0,Amin#2164,2021-12-29T23:00:00.000Z,
2197,870,alway dedic time improv career path ,always dedicating a time to improve my career path. ,11.33,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2200,873,probabl mani other jump commun moder crazi time ,and probably many others for jumping into community moderation during these crazy times ,13.0,willyfox#1178,2021-12-29T23:00:00.000Z,
2201,874,repres giveth metaview podcast ,for representing Giveth on the Metaview podcast ,15.67,karmaticacid#1218,2022-01-05T23:00:00.000Z,
2203,876, whyldwander 💜 💜 round clock moder ,"@WhyldWanderer(💜,💜) for round the clock moderating ",1.3,ezetec,2021-12-29T23:00:00.000Z,
2205,878,plane coordin ,for all of the planing and coordinating ,5.03,MoeNick#1374,2021-12-29T23:00:00.000Z,
2208,881,activ dev mod commun member make giveth io beauuuti ,"for being an active dev, mod, community member and making Giveth.io beauuutiful ",11.33,Carlos096#8712,2022-01-12T23:00:00.000Z,
2209,882,great comm team even though wear mani hat ,for being a great comms team even though we all wear many hats ,11.33,divine_comedian#5493,2022-01-12T23:00:00.000Z,
2212,885,releas lauren version giveth io ,for releasing Lauren's version of giveth.io ,19.03,mateodaza#3156,2021-12-17T23:00:00.000Z,
2213,886,magic glue ,for being the magic glue ,14.0,Danibelle the Uno and Only#6791,2022-01-12T23:00:00.000Z,
2217,890,reach peopl find miss address givdrop ,for reaching out to people to find missing addresses for the GIVdrop ,14.0,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2219,892,manag lauren version releas ,and for managing Lauren's version release ,6.03,MoeNick#1374,2021-12-17T23:00:00.000Z,
2220,893,awesom project manag make sure awar relev issu ,for being an awesome project manager and making sure i am aware of any relevant issues ,10.1,MoeNick#1374,2022-01-12T23:00:00.000Z,
2221,894,push lauren version live wowwwwwww 🚀 ,for pushing Lauren's version live WOWWWWWWW 🚀 ,12.73,mateodaza#3156,2021-12-17T23:00:00.000Z,
2222,895,take respons detail version ,for taking responsibility over all details and versioning ,16.67,mateodaza#3156,2021-12-15T23:00:00.000Z,
2223,896,smoothest releas date giveth io dapp love version thank effort ,for the smoothest release (to date) of the Giveth IO dApp. I LOVE this version. Thanks for all your efforts ,14.0,MoeNick#1374,2021-12-17T23:00:00.000Z,
2226,899,meet graviti blow wind sail ,for meeting with me about Gravity and blowing some wind in my sails ,14.0,Juankbell#7458,2021-12-15T23:00:00.000Z,
2227,900,stream servic idea ,for stream as a service ideas ,14.0,monstrosity,2022-01-12T23:00:00.000Z,
2231,904,hunt address ,for hunting down addresses! ,12.73,Danibelle the Uno and Only#6791,2021-12-15T23:00:00.000Z,
2233,906,test giveconomi ,for testing the GIVeconomy ,6.03,markop#2007,2021-12-15T23:00:00.000Z,
2235,908,clear consist creativ comm ,"for clear, consistent, and creative comms ",14.0,"Griff (💜,💜)#8888",2022-01-05T23:00:00.000Z,
2237,910,brainstorm better ux overcom technic challeng ,for brainstorming better UX and overcoming technical challenges ,12.33,mateodaza#3156,2021-12-15T23:00:00.000Z,
2238,911,push multi sig keep bright dao propos move ,for pushing the multi-sig and keeping the bright DAO proposal moving! ,12.33,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2239,912,ama today fun ,"for having me in the AMA today, it was so fun! ",5.3,karmaticacid#1218,2022-01-06T23:00:00.000Z,
2240,913,organ ,for being so organized ,14.0,freshelle#9882,2022-01-12T23:00:00.000Z,
2241,914,repres giveth fun fun ama common stack best team ,for representing Giveth on a fun fun AMA for the Commons Stack. we have the best team! ,3.8,karmaticacid#1218,2022-01-06T23:00:00.000Z,
2242,915,pariticip commonsstack ama ,for pariticipating in commonsstack ama ,12.33,karmaticacid#1218,2022-01-06T23:00:00.000Z,
2243,916,alway super sweet check new mama life 🙂 feel love parent wisdom ,for always being super sweet and checking in on me with new mama life 🙂 i feel your love and parenting wisdom ,14.0,MoeNick#1374,2022-01-12T23:00:00.000Z,
2244,917,explor dd opportun giv tokenom ,for exploring D2D opportunities for GIV tokenomics ,29.67,monstrosity,2022-01-12T23:00:00.000Z,
2247,920,get og giveth gang back togeth collabor outreach launch support ,for getting the OG Giveth gang back together to collaborate on outreach and launch support ,14.0,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2248,921,buidl best dapp ever firepurpl  🌈 ,for buidling the best dApp ever <a:FirePurple:840168829605773323> 🌈 ,14.0,Carlos096#8712,2022-01-12T23:00:00.000Z,
2249,922,clear consist creativ comm ,"for clear, consistent, and creative comms ",10.37,divine_comedian#5493,2022-01-05T23:00:00.000Z,
2251,924,push lauren version live wowwwwwww 🚀 ,for pushing Lauren's version live WOWWWWWWW 🚀 ,9.93,MoeNick#1374,2021-12-17T23:00:00.000Z,
2253,926,help find legal support anoth dao ,for helping me find legal support for another DAO ,14.0,karmaticacid#1218,2021-12-29T23:00:00.000Z,
2255,928,help us get coingecko ,for helping us get on Coingecko! ,25.33,karmaticacid#1218,2021-12-29T23:00:00.000Z,
2257,930,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,14.0,MoeNick#1374,2021-12-29T23:00:00.000Z,
2258,931,make pretti content better place hold faq ,for making the (not so pretty) contentful a better place to hold our FAQs ,14.0,divine_comedian#5493,2021-12-23T23:00:00.000Z,
2263,936,quick investig apr univ issu ,for quick investigations on the APR univ3 issue ,25.33,VitorNunes#0090,2021-12-29T23:00:00.000Z,
2265,938,respons alway avail solv emerg 🔥 ,for being so responsive and always available to solve emergencies 🔥 ,14.0,Carlos096#8712,2021-12-21T23:00:00.000Z,
2266,939,moder ,for moderating! ,7.53,Danibelle the Uno and Only#6791,2021-12-29T23:00:00.000Z,
2270,943,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,19.47,ReForest,2021-12-29T23:00:00.000Z,
2271,944,keep eye giveth make sure content get corrupt ,for keeping an eye out for Giveth and making sure our content doesn't get corrupted ,16.67,Mr.Bear🐻#3459,2021-12-30T23:00:00.000Z,
2275,948,collabor get givdrop done right ,for collaborating to get the GIVdrop done RIGHT ,29.67,Fábio,2021-12-17T23:00:00.000Z,
2276,949,alway livestream technic diffuculti ,for always being there to livestream when I'm having technical diffuculties ,12.33,WhyldWanderer#7002,2021-12-19T23:00:00.000Z,
2277,950,help creat tool proper price giv token ,for helping and creating tools for proper pricing on GIV token ,12.33,Amin#2164,2022-01-05T23:00:00.000Z,
2279,952,verifi mani project ,for verifying many projects ,14.0,"Griff (💜,💜)#8888",2021-12-29T23:00:00.000Z,
2280,953,bomb pm keep thing organ ,for being a bomb PM and keeping things so organized! ,12.33,MoeNick#1374,2021-12-29T23:00:00.000Z,
2281,954,process payment ,for processing payments with me ,14.0,"Griff (💜,💜)#8888",2022-01-05T23:00:00.000Z,
2283,956,commun plan keep everyth organ even sick amaz love get better soon 💜 ,for communicating the plans and keeping everything organized even while sick! You are amazing and we love you!! Get better soon 💜 ,14.0,MoeNick#1374,2022-01-02T23:00:00.000Z,
2284,957,quick resolv issu ,for being so quick resolving issues. ,7.7,Carlos096#8712,2021-12-25T23:00:00.000Z,
2285,958,moder algeneee# ,All moderators @algeneee#7773 ,5.33,Danibelle the Uno and Only#6791,2021-12-29T23:00:00.000Z,
2286,959,avail dedic team ,being available and dedicated to team ,1.77,Amin#2164,2022-01-12T23:00:00.000Z,
2287,960,buddi session ,for buddy sessions ,1.03,WhyldWanderer#7002,2022-01-12T23:00:00.000Z,
2289,962,bring great catheard commun moder idea givth ,for bringing in great cathearding and community moderation ideas to Givth ,7.33,Giantkin#8403,2021-12-29T23:00:00.000Z,
2290,963,organ dev meet ,for organizing the dev meetings! ,7.33,MoeNick#1374,2021-12-15T23:00:00.000Z,
2291,964,book test meet tomorrow 😊 ,for booking a test meeting for tomorrow with me 😊 ,5.67,willjgriff 🐝,2021-12-15T23:00:00.000Z,
2292,965,make medium banner ,for making medium banners! ,4.93,catarina,2022-01-05T23:00:00.000Z,
2293,966,conduct review buddi 👏 🏅 ,for conducting reviews with their buddies 👏 🏅 ,7.33,WhyldWanderer#7002,2022-01-12T23:00:00.000Z,
2294,967,avail dedic team ,being available and dedicated to team ,7.33,Cherik#4711,2022-01-12T23:00:00.000Z,
2296,969,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,6.33,mohammad_ranjbar_z#2709,2021-12-15T23:00:00.000Z,
2299,972,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,7.33,BryanMutai,2021-12-15T23:00:00.000Z,
2302,975,stream servic idea ,for stream as a service ideas ,7.33,crusher,2022-01-12T23:00:00.000Z,
2306,979,help us optim givcord leverag amaz 🤖 ,for helping us optimize the GIVcord and leverage some amazing 🤖 ,9.0,Giantkin#8403,2021-12-27T23:00:00.000Z,
2307,980,test parti ,for doing Test parties ,3.43,MoeNick#1374,2021-12-15T23:00:00.000Z,
2308,981,make rockin medium post imag ,for making rockin' medium post images ,4.93,catarina,2022-01-11T23:00:00.000Z,
2310,983,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",7.33,MoeNick#1374,2022-01-09T23:00:00.000Z,
2312,985, whyldwander 💜 💜 round clock moder ,"@WhyldWanderer(💜,💜) for round the clock moderating ",0.77,Giantkin#8403,2021-12-29T23:00:00.000Z,
2314,987,encourag get involv warm welcom ,for encouraging me to get involved and for the warm welcome! ,7.0,hotl.eth,2022-01-05T23:00:00.000Z,
2315,988,probabl mani other jump commun moder crazi time ,and probably many others for jumping into community moderation during these crazy times ,1.77,Giantkin#8403,2021-12-29T23:00:00.000Z,
2316,989,omnipres support everyon ,for being omnipresent and being supportive for everyone ,6.33,Amin#2164,2021-12-15T23:00:00.000Z,
2322,995,reach peopl find miss address givdrop ,for reaching out to people to find missing addresses for the GIVdrop ,7.33,David (please DYOR...),2021-12-15T23:00:00.000Z,
2323,996,test giveconomi make mani issu week ,for testing the GIVeconomy and making many issues this week ,5.1,Cherik#4711,2021-12-15T23:00:00.000Z,
2324,997,buidl best dapp ever firepurpl  🌈 ,for buidling the best dApp ever <a:FirePurple:840168829605773323> 🌈 ,9.0,Cherik#4711,2022-01-12T23:00:00.000Z,
2326,999,great job take giveth graphic profil nexxt level ,for doing such a great job taking the Giveth graphical profile to the nexxt level! ,7.33,catarina,2021-12-21T23:00:00.000Z,
2330,1003,get uniqu discord link yet ,for getting our unique discord link yet up ,5.67,Vyvy-vi#5040,2021-12-15T23:00:00.000Z,
2331,1004,put buidl build futur give ,for putting the buidl in Building the Future of Giving... ,7.33,MoeNick#1374,2021-12-15T23:00:00.000Z,
2332,1005,put buidl build futur give ,for putting the buidl in Building the Future of Giving... ,5.67,pKrepe,2021-12-15T23:00:00.000Z,
2333,1006,energi bring giveth ,for the energy he brings to giveth ,7.33,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2335,1008,updat giveth team page ,for updating the Giveth team page ,8.0,divine_comedian#5493,2022-01-12T23:00:00.000Z,
2337,1010,tri find fix problem miss donat ,for trying to find and fix the problem we have on missing some donations. ,3.1,Carlos096#8712,2022-01-07T23:00:00.000Z,
2338,1011,conduct review buddi 👏 🏅 ,for conducting reviews with their buddies 👏 🏅 ,8.0,Carlos096#8712,2022-01-12T23:00:00.000Z,
2340,1013,sync meet avail ,for sync meetings and being available ,7.0,Mo 🤖#0356,2022-01-12T23:00:00.000Z,
2344,1017,put lot effort meet lanch date dedic contributor ,for put a lot off effort to meet our lanch date and being such dedicated contributors ,2.43,Cherik#4711,2021-12-15T23:00:00.000Z,
2345,1018,great idea implement rate limit ,for his great idea about implementing rate limit ,9.67,Cherik#4711,2021-12-15T23:00:00.000Z,
2346,1019,real tema mamber posit vibe ,for being a real tema mamber and his positive vibe ,6.33,Carlos096#8712,2022-01-05T23:00:00.000Z,
2347,1020,effort giv price old donat ,For his effort on GIV price for old donations ,8.0,Carlos096#8712,2022-01-05T23:00:00.000Z,
2348,1021,commun team great brainstorm action around giveconomi launch promot ,communications team for great brainstorms & actions around GIVeconomy launch promotions ,8.0,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2351,1024,put buidl build futur give ,for putting the buidl in Building the Future of Giving... ,9.67,VitorNunes#0090,2021-12-15T23:00:00.000Z,
2352,1025, whyldwander 💜 💜 make first round givback realiti ,"@WhyldWanderer(💜,💜) for making the first round of GIVbacks a reality ",8.0,Cherik#4711,2022-01-12T23:00:00.000Z,
2353,1026,angel ,for being our angel. ,6.33,freshelle#9882,2022-01-12T23:00:00.000Z,
2354,1027,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,7.0,karmaticacid#1218,2021-12-15T23:00:00.000Z,
2355,1028,put buidl build futur give ,for putting the buidl in Building the Future of Giving... ,7.0,Cherik#4711,2021-12-15T23:00:00.000Z,
2357,1030,guid dev effort ,for guiding all our dev efforts ,8.0,MoeNick#1374,2022-01-12T23:00:00.000Z,
2358,1031,ffor improv giv economi ,fFor improvements on GIV economy ,8.0,Cherik#4711,2022-01-12T23:00:00.000Z,
2361,1034,help us shape direct tech hire ,for helping us shape the direction of our tech hiring ,8.0,MoeNick#1374,2022-01-12T23:00:00.000Z,
2364,1037,manag giveth io alway bring idea tabl ,for managing giveth.io and always bring his ideas to the table ,8.0,MoeNick#1374,2021-12-15T23:00:00.000Z,
2365,1038,deal secur issu devop help ,for dealing with security issues and devops help ,7.0,Amin#2164,2022-01-12T23:00:00.000Z,
2366,1039,introduc irl ,for introducing himself to me IRL ,8.0,randallpiesveloces,2022-01-12T23:00:00.000Z,
2367,1040, dao great effort incred launch without major issu proud ,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,7.17,MoeNick#1374,2021-12-29T23:00:00.000Z,
2370,1043,help new contribut get onboard typescript ,again for helping new contributer gets onboard on typescript ,18.33,mateodaza#3156,2021-12-15T23:00:00.000Z,
2371,1044,chase everyon make sure dev blocker ,for chasing everyone to make sure Dev's don't have any blocker ,8.67,MoeNick#1374,2021-12-15T23:00:00.000Z,
2372,1045, whyldwander 💜 💜 round clock moder ,"@WhyldWanderer(💜,💜) for round the clock moderating ",1.13,markop#2007,2021-12-29T23:00:00.000Z,
2373,1046,respons modifi givback script ,for being very responsive in modifying the GIVbacks scripts ,11.77,mohammad_ranjbar_z#2709,2022-01-12T23:00:00.000Z,
2374,1047,kick major first week dive deep world ,at for kicking some major a** his first week and diving deep into our world ,14.43,ahmad#7204,2022-01-12T23:00:00.000Z,
2375,1048,test giveconomi make mani issu week ,for testing the GIVeconomy and making many issues this week ,8.67,Carlos096#8712,2021-12-15T23:00:00.000Z,
2376,1049,push lauren version live wowwwwwww 🚀 ,for pushing Lauren's version live WOWWWWWWW 🚀 ,7.67,divine_comedian#5493,2021-12-17T23:00:00.000Z,
2380,1053,meet brainstorm creat plan make video seri support onboard nonprofit web giveth ,"for meeting, brainstorming & creating a plan to make a video series to support onboarding nonprofits into web3 and Giveth ",14.0,Todd Y.,2022-01-13T23:00:00.000Z,
2381,1054,tri use scrum methodolog ,For trying to use scrum methodology again ,8.67,MoeNick#1374,2022-01-12T23:00:00.000Z,
2383,1056,fantast pm keep thing organ recogn weak point jump fix ,"for being a fantastic PM, keeping things organized, recognizing weak points and jumping in to fix them! ",8.67,MoeNick#1374,2021-12-15T23:00:00.000Z,
2385,1058,moder ,for moderating! ,1.13,markop#2007,2021-12-29T23:00:00.000Z,
2388,1061,help job descript help us build tech team ,for helping with job descriptions and helping us build the tech team ,7.67,Amin#2164,2022-01-12T23:00:00.000Z,
2393,1066,verifi mani project ,for verifying many projects ,18.33,Donna.Ofi,2021-12-29T23:00:00.000Z,
2394,1067,keep organ github board ,for keeping an organized github board ,18.33,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2395,1068,goat 🐐 ,for being the GOAT 🐐 ,5.33,"Griff (💜,💜)#8888",2021-12-29T23:00:00.000Z,
2396,1069,sign multi sig keep project move 😁 ,for signing up on the multi-sig and keeping the project moving 😁 ,17.0,willyfox#1178,2022-01-12T23:00:00.000Z,
2397,1070,tri make dapp bugless ,For trying to make Dapps bugless ,4.77,MoeNick#1374,2021-12-15T23:00:00.000Z,
2398,1071,buddi hold love account ,for being my buddy and holding me with love and accountability ,2.37,WhyldWanderer#7002,2022-01-12T23:00:00.000Z,
2399,1072,moder algeneee# ,All moderators @algeneee#7773 ,8.13,markop#2007,2021-12-29T23:00:00.000Z,
2400,1073,patienc 😅 ,for having patience 😅 ,8.67,freshelle#9882,2022-01-12T23:00:00.000Z,
2402,1075,onboard tech document ,and for onboarding / tech documentation ,18.33,paxthemax#4454,2022-01-12T23:00:00.000Z,
2403,1076,alway show need ,for always showing up where he is needed ,17.0,willyfox#1178,2022-01-12T23:00:00.000Z,
2407,1080,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,1.13,markop#2007,2021-12-29T23:00:00.000Z,
2410,1083,everywher alway move forward list lot big prais ,"for all you do, you are everywhere and always moving forward. can't list all because it's a lot. Big praise! ",7.67,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2413,1086,troubleshoot resolv miss price donat giveth io ,for troubleshooting and resolving missing prices and donations on giveth.io ,4.77,Carlos096#8712,2022-01-12T23:00:00.000Z,
2414,1087,priorit issu dev meet ,for prioritizing issues in dev meetings! ,8.67,MoeNick#1374,2022-01-05T23:00:00.000Z,
2415,1088,meet brainstorm creat plan make video seri support onboard nonprofit web giveth ,"for meeting, brainstorming & creating a plan to make a video series to support onboarding nonprofits into web3 and Giveth ",8.67,karmaticacid#1218,2022-01-13T23:00:00.000Z,
2416,1089,look way improv non profit onboard giveth ecosystem ,for looking for ways to improve non-profit onboarding into the giveth ecosystem ,6.0,r33pich33p#6906,2022-01-12T23:00:00.000Z,
2418,1091,keep giv economi dapp perform great better everyday ,for keeping the giv economy dapp performing great and better everyday ,8.67,Cherik#4711,2022-01-05T23:00:00.000Z,
2420,1093,goat 🐐 ,for being the GOAT 🐐 ,4.33,"Griff (💜,💜)#8888",2022-01-05T23:00:00.000Z,
2422,1095,check issu rais giveth trace ,for checking out the issue I raised in Giveth Trace ,8.67,MoeNick#1374,2022-01-05T23:00:00.000Z,
2429,1102,great job take giveth graphic profil nexxt level ,for doing such a great job taking the Giveth graphical profile to the nexxt level! ,15.67,markop#2007,2021-12-21T23:00:00.000Z,
2430,1103,lot improv giv economi ,for lots of improvements on giv economy ,8.67,Cherik#4711,2022-01-05T23:00:00.000Z,
2433,1106,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,3.67,ReForest,2021-12-15T23:00:00.000Z,
2435,1108,report check button issu ,for reporting the check button issue. ,10.33,javadth,2021-12-25T23:00:00.000Z,
2436,1109,top bug deleg ,for being on top of bugs and delegation ,17.0,willyfox#1178,2021-12-26T23:00:00.000Z,
2437,1110,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,2.67,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2439,1112,provid learn resourc keep pace team ,for providing me with learning resources to keep up with the pace of the team. ,4.67,WhyldWanderer#7002,2021-12-16T23:00:00.000Z,
2440,1113,awesom graphic giveth medium ,for awesome graphics for Giveth medium ,2.27,catarina,2022-01-12T23:00:00.000Z,
2441,1114,support man famili love see man ,"for being a supportive man for his family, we love to see you man here again. ",5.67,Ramin#4479,2021-12-29T23:00:00.000Z,
2443,1116,great pv buddi 😊 ,for being such a great PV buddies 😊 ,3.27,WhyldWanderer#7002,2021-12-15T23:00:00.000Z,
2445,1118,jump giveth look way contribut ,for jumping into giveth and looking for ways to contribute ,4.5,hotl.eth,2022-01-12T23:00:00.000Z,
2446,1119,great buddi buddi review call ,for being a great buddy and for having a buddy review call with me ,5.67,WhyldWanderer#7002,2022-01-05T23:00:00.000Z,
2449,1122,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,4.67,Cherik#4711,2021-12-15T23:00:00.000Z,
2453,1126,buidl best dapp ever firepurpl  🌈 ,for buidling the best dApp ever <a:FirePurple:840168829605773323> 🌈 ,5.67,Amin#2164,2022-01-12T23:00:00.000Z,
2458,1131,hard time oush stuff ,for all their hard time oushing stuff. ,4.0,Amin#2164,2021-12-15T23:00:00.000Z,
2459,1132,hard time oush stuff ,for all their hard time oushing stuff. ,4.67,Cherik#4711,2021-12-15T23:00:00.000Z,
2460,1133,fix problem ,for fixing this problem. ,4.67,Amin#2164,2021-12-29T23:00:00.000Z,
2462,1135,show interest collabor get onboard typescript giveth dapp ,for showing interest on collaborating and getting onboarded in the typescript giveth dApp ,4.67,pKrepe,2022-01-05T23:00:00.000Z,
2464,1137,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",4.67,karmaticacid#1218,2022-01-09T23:00:00.000Z,
2466,1139,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,2.27,WhyldWanderer#7002,2021-12-15T23:00:00.000Z,
2467,1140,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,5.37,markop#2007,2021-12-15T23:00:00.000Z,
2468,1141,last minut banner creation ,for last minute banner creation ,4.0,catarina,2021-12-26T23:00:00.000Z,
2475,1148,support comm respons ,for supporting comms and being responsive. ,5.67,catarina,2022-01-12T23:00:00.000Z,
2477,1150,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,5.67,MoeNick#1374,2021-12-15T23:00:00.000Z,
2478,1151,jump meme channel ,and for jumping in the memes channel ,4.0,EffectChen,2022-01-05T23:00:00.000Z,
2482,1155,great buddi help concern ,for being a great buddy and for helping me out with my concerns!! ,6.33,WhyldWanderer#7002,2021-12-15T23:00:00.000Z,
2484,1157,great project manag alway worri team give advic ,"for being a great project manager, always worrying about the team and giving advice! ",3.53,MoeNick#1374,2022-01-12T23:00:00.000Z,
2485,1158,check saniti fix one weird error ,for being there and check my sanity while fixing one weird error ,6.33,mohammad_ranjbar_z#2709,2021-12-20T23:00:00.000Z,
2486,1159,buddi review ,for buddy review! ,5.33,Amin#2164,2021-12-29T23:00:00.000Z,
2488,1161,contribut implement purpl list givback ,For contributing on implementing purple list for givbacks ,9.67,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2489,1162,everywher help everyth ,for being everywhere and help on everything ,5.33,divine_comedian#5493,2022-01-05T23:00:00.000Z,
2491,1164,amaz pm ,for being an amazing PM ,7.43,MoeNick#1374,2022-01-12T23:00:00.000Z,
2492,1165,energi cheer support alway carri highest vibe meet ,"for his energy and cheerful support, always carrying the highest of the vibes on our meetings ",11.33,MoeNick#1374,2021-12-29T23:00:00.000Z,
2493,1166,alway support maje giveth home ith abright futur ,for always supporting me. Maje the Giveth a home ith abright future. ,9.67,"Griff (💜,💜)#8888",2021-12-29T23:00:00.000Z,
2494,1167,ama today fun ,"for having me in the AMA today, it was so fun! ",7.27,"Griff (💜,💜)#8888",2022-01-06T23:00:00.000Z,
2496,1169,strateg around commun campaign launch parti detail ,for strategizing around communications campaigns and launch party details ,11.33,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2498,1171,make welcom receiv hous ,for making me so welcomed and receive me in in their houses ,3.33,divine_comedian#5493,2022-01-06T23:00:00.000Z,
2499,1172,amaz pming alway ensur engin team need succeed ,"for amazing pming, always ensuring engineering team has what they need to succeed ",3.53,MoeNick#1374,2022-01-12T23:00:00.000Z,
2500,1173,look way improv non profit onboard giveth ecosystem ,for looking for ways to improve non-profit onboarding into the giveth ecosystem ,7.43,Todd Y.,2022-01-12T23:00:00.000Z,
2502,1175,explor dd opportun giv tokenom ,for exploring D2D opportunities for GIV tokenomics ,11.33,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2505,1178,get involv fraud review verif ,for getting involved with fraud review and verification ,4.67,tjayrush#9164,2022-01-12T23:00:00.000Z,
2508,1181,plan becom full time giveth 😃 ,for his plan to become full-time in Giveth 😃 ,3.77,Carlos096#8712,2022-01-12T23:00:00.000Z,
2511,1184, whyldwander 💜 💜 other manag moder come great commun 👍🏼 usmb ,"@WhyldWanderer(💜,💜) all others for managing moderating and coming up with this great community 👍🏼 from usmb2 ",11.33,krrisis,2021-12-27T23:00:00.000Z,
2512,1185,moder algeneee# ,All moderators @algeneee#7773 ,2.27,Carlos096#8712,2021-12-29T23:00:00.000Z,
2514,1187,test giveconomi make mani issu week ,for testing the GIVeconomy and making many issues this week ,11.33,MoeNick#1374,2021-12-15T23:00:00.000Z,
2516,1189,omnipres ,for his omnipresence ,4.67,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2517,1190,magic glue ,for being the magic glue ,9.67,freshelle#9882,2022-01-12T23:00:00.000Z,
2518,1191,support ,for her support ,4.67,karmaticacid#1218,2021-12-15T23:00:00.000Z,
2519,1192,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,10.5,willyfox#1178,2021-12-15T23:00:00.000Z,
2521,1194,ffor improv giv economi ,fFor improvements on GIV economy ,4.67,Amin#2164,2022-01-12T23:00:00.000Z,
2523,1196,help creat tool proper price giv token ,for helping and creating tools for proper pricing on GIV token ,7.43,Carlos096#8712,2022-01-05T23:00:00.000Z,
2524,1197, test parti twice today great time ,", and for having me on the test party twice today. I had a great time. ",6.33,"Griff (💜,💜)#8888",2021-12-16T23:00:00.000Z,
2525,1198,self assign ui stuff ,for self assigning some UI stuff. ,9.67,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2526,1199,great project manag help us make clear issu ,for being great project managers and help us to make clear issues ,6.33,MoeNick#1374,2022-01-05T23:00:00.000Z,
2527,1200,avail even vacat ,for being available even in vacation ,5.33,markop#2007,2021-12-29T23:00:00.000Z,
2529,1202,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,2.0,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2531,1204,amaz meme meme channel ,for the AMAZING memes in the Meme channel ,9.67,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2532,1205,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",5.33,divine_comedian#5493,2022-01-09T23:00:00.000Z,
2533,1206,conduct review buddi 👏 🏅 ,for conducting reviews with their buddies 👏 🏅 ,4.67,Amin#2164,2022-01-12T23:00:00.000Z,
2534,1207,miss ,that was missed ^^ ,2.0,Cherik#4711,2022-01-09T23:00:00.000Z,
2537,1210,super top github issu manag ,for being super on top of github & issue management ,11.33,MoeNick#1374,2022-01-05T23:00:00.000Z,
2538,1211,explor way add valu commun creat content make easi non profit onboard web ,for exploring ways to add value to the community by creating content that makes it easy for non-profits to onboard in to web3 ,8.93,Todd Y.,2022-01-12T23:00:00.000Z,
2539,1212, dao great effort incred launch without major issu proud ,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,11.33,Mo 🤖#0356,2021-12-29T23:00:00.000Z,
2540,1213,great project manag plan alway look improv ,"for the great project management planning, always looking to improve ",7.43,MoeNick#1374,2022-01-12T23:00:00.000Z,
2543,1216, dao great effort incred launch without major issu proud ,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,3.0,pKrepe,2021-12-29T23:00:00.000Z,
